codigo_nacional,codigo_dcp,nombre_del_medicamento,ficha_tecnica,sustancias_activas,codigo_atc,dosis_y_como_tomar,receta,generico,laboratorio,para_que_se_utiliza,efectos_adversos_y_interacciones
606541,272221000140109,ACTOCORTINA 75 MG POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/28824/28824_ft.pdf,hidrocortisona,H02AB09,"VÍA INTRAARTICULAR, VÍA INTRAMUSCULAR, VÍA INTRAVENOSA, INFILTRACIÓN  (Hidrocortisona 75 mg inyectable)",SI,NO,CHEPLAPHARM ARZNEIMITTEL GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/28824/28824_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/28824/28824_ft.pdf
606545,415161007,PREGABALINA KERN PHARMA 100 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79358/79358_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 100 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79358/79358_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79358/79358_ft.pdf
606546,415162000,PREGABALINA KERN PHARMA 150 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79359/79359_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 150 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79359/79359_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79359/79359_ft.pdf
606547,415163005,PREGABALINA KERN PHARMA 200 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79360/79360_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 200 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79360/79360_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79360/79360_ft.pdf
606549,415165003,PREGABALINA KERN PHARMA 300 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79362/79362_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 300 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79362/79362_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79362/79362_ft.pdf
606550,415167006,PREGABALINA KERN PHARMA 75 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79363/79363_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 75 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79363/79363_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79363/79363_ft.pdf
606551,415164004,PREGABALINA KERN PHARMA 25 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79364/79364_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 25 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79364/79364_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79364/79364_ft.pdf
606552,415166002,PREGABALINA KERN PHARMA 50 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79365/79365_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 50 mg cápsula),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79365/79365_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79365/79365_ft.pdf
606558,272231000140107,ACTOCORTINA 373 mg POLVO PARA SOLUCIÓN INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/52105/52105_ft.pdf,hidrocortisona,H02AB09,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Hidrocortisona 373 mg inyectable)",SI,NO,CHEPLAPHARM ARZNEIMITTEL GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/52105/52105_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/52105/52105_ft.pdf
606566,26411000140108,ACTOCORTINA 1000 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/52106/52106_ft.pdf,hidrocortisona,H02AB09,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Hidrocortisona 1.000 mg inyectable)",SI,NO,TAKEDA FARMACEUTICA ESPANA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/52106/52106_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/52106/52106_ft.pdf
606591,115761000140105,CITRAFLEET POLVO PARA SOLUCION ORAL EN SOBRES,https://cima.aemps.es/cima/pdfs/es/ft/69539/69539_ft.pdf,picosulfato sodio + ácido cítrico + magnesio óxido,A06AB58,VÍA ORAL  (Picosulfato sodio/Ácido cítrico/Magnesio óxido 10 mg/10.970 mg/3.500 mg solución/suspensión oral sobre),SI,NO,CASEN RECORDATI S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/69539/69539_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/69539/69539_ft.pdf
606601,32181000140107,DIFLUCAN 2 mg/ml SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/58817/58817_ft.pdf,fluconazol,J02AC01,VÍA INTRAVENOSA  (Fluconazol 100 mg inyectable perfusión 50 ml),SI,NO,"VINCI FARMA, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/58817/58817_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/58817/58817_ft.pdf
606602,400298006,DIFLUCAN 2 mg/ml SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/58817/58817_ft.pdf,fluconazol,J02AC01,VÍA INTRAVENOSA  (Fluconazol 200 mg inyectable perfusión 100 ml),SI,NO,"VINCI FARMA, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/58817/58817_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/58817/58817_ft.pdf
606621,406786007,ARIPIPRAZOL NORMON 5 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79809/79809_ft.pdf,aripiprazol,N05AX12,VÍA ORAL  (Aripiprazol 5 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79809/79809_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79809/79809_ft.pdf
606622,406787003,ARIPIPRAZOL NORMON 10 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79810/79810_ft.pdf,aripiprazol,N05AX12,VÍA ORAL  (Aripiprazol 10 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79810/79810_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79810/79810_ft.pdf
606623,406788008,ARIPIPRAZOL NORMON 15 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79811/79811_ft.pdf,aripiprazol,N05AX12,VÍA ORAL  (Aripiprazol 15 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79811/79811_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79811/79811_ft.pdf
606629,415164004,PREGABALINA NORMON 25 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79854/79854_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 25 mg cápsula),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79854/79854_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79854/79854_ft.pdf
606631,415165003,PREGABALINA NORMON 300 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79857/79857_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 300 mg cápsula),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79857/79857_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79857/79857_ft.pdf
606634,415162000,PREGABALINA NORMON 150 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79859/79859_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 150 mg cápsula),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79859/79859_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79859/79859_ft.pdf
606636,415167006,PREGABALINA NORMON 75 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79861/79861_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 75 mg cápsula),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79861/79861_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79861/79861_ft.pdf
606648,324726004,ACICLOVIR BLUEPHARMA 200 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79956/79956_ft.pdf,aciclovir,J05AB01,VÍA ORAL  (Aciclovir 200 mg comprimido),SI,SI,LABORATORIOS BLUEPHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79956/79956_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79956/79956_ft.pdf
606649,324744007,ACICLOVIR BLUEPHARMA 800 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/79957/79957_ft.pdf,aciclovir,J05AB01,VÍA ORAL  (Aciclovir 800 mg comprimido),SI,SI,LABORATORIOS BLUEPHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79957/79957_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79957/79957_ft.pdf
606657,324516008,METRONIDAZOL GRIFOLS 5 mg/ml solución para perfusión,https://cima.aemps.es/cima/pdfs/es/ft/64475/64475_ft.pdf,metronidazol,J01XD01,VÍA INTRAVENOSA  (Metronidazol 500 mg inyectable perfusión 100 ml),SI,NO,LABORATORIOS GRIFOLS S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64475/64475_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64475/64475_ft.pdf
606658,324343004,MEROPENEM FARMALIDER 500 MG POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/79740/79740_ft.pdf,meropenem,J01DH02,VÍA INTRAVENOSA  (Meropenem 500 mg inyectable),SI,SI,FARMALIDER S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79740/79740_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79740/79740_ft.pdf
606659,324344005,MEROPENEM FARMALIDER 1000 MG POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/79741/79741_ft.pdf,meropenem,J01DH02,VÍA INTRAVENOSA  (Meropenem 1.000 mg inyectable),SI,SI,FARMALIDER S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79741/79741_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79741/79741_ft.pdf
606662,160291000140100,LIXIANA 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/115993015/115993015_ft.pdf,edoxaban,B01AF03,VÍA ORAL  (Edoxaban 30 mg comprimido),SI,NO,DAIICHI SANKYO EUROPE GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/115993015/115993015_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/115993015/115993015_ft.pdf
606663,160321000140105,LIXIANA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/115993028/115993028_ft.pdf,edoxaban,B01AF03,VÍA ORAL  (Edoxaban 60 mg comprimido),SI,NO,DAIICHI SANKYO EUROPE GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/115993028/115993028_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/115993028/115993028_ft.pdf
606665,66091000140100,"CLORURO DE SODIO MEIN 0,9% SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/41604/41604_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 500 ml)",SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41604/41604_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/41604/41604_ft.pdf
606671,386118009,VORICONAZOL NORMON 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/80199/80199_ft.pdf,voriconazol,J02AC03,VÍA ORAL  (Voriconazol 200 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80199/80199_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80199/80199_ft.pdf
606682,161851000140104,LEVOMETADONA MOLTENI 5 MG/ML SOLUCION ORAL,https://cima.aemps.es/cima/pdfs/es/ft/79376/79376_ft.pdf,levometadona,N07BC05,VÍA ORAL  (Levometadona 5 mg/ml solución/suspensión oral),SI,SI,L. MOLTENI & C. DEI FRATELLI ALITTI SOCIETA DI ESERCIZIO S.P.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79376/79376_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79376/79376_ft.pdf
606684,415167006,PREGABALINA ARISTO 75 MG CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/80308/80308_ft.pdf,pregabalina,N02BF02,VÍA ORAL  (Pregabalina 75 mg cápsula),SI,SI,ARISTO PHARMA GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80308/80308_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80308/80308_ft.pdf
606691,410943002,ESOMEPRAZOL DEMO 40 MG POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/80321/80321_ft.pdf,esomeprazol,A02BC05,VÍA INTRAVENOSA  (Esomeprazol 40 mg inyectable),SI,SI,DEMO S.A. PHARMACEUTICAL INDUSTRY,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80321/80321_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80321/80321_ft.pdf
606698,162801000140106,ZALVISO 15 MICROGRAMOS COMPRIMIDOS SUBLINGUALES,https://cima.aemps.es/cima/pdfs/es/ft/1151042003/1151042003_ft.pdf,sufentanilo,N01AH03,VÍA SUBLINGUAL  (Sufentanilo 15 microgramos comprimido sublingual),SI,NO,FGK PHARMACOVIGILANCE GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/1151042003/1151042003_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/1151042003/1151042003_ft.pdf
606707,31351000140106,METRONIDAZOL GRIFOLS 5 mg/ml solución para perfusión,https://cima.aemps.es/cima/pdfs/es/ft/64475/64475_ft.pdf,metronidazol,J01XD01,VÍA INTRAVENOSA  (Metronidazol 1.500 mg inyectable perfusión 300 ml),SI,NO,LABORATORIOS GRIFOLS S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64475/64475_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64475/64475_ft.pdf
606710,346547009,"XILONIBSA 20 mg/ml + 0,0125 mg/ml SOLUCION INYECTABLE",https://cima.aemps.es/cima/pdfs/es/ft/40858/40858_ft.pdf,lidocaína + epinefrina,N01BB52,"VÍA INTRAMUSCULAR  (Lidocaína/Epinefrina (adrenalina) 36 mg/22,5 microgramos inyectable 1,8 ml)",SI,NO,LABORATORIOS INIBSA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/40858/40858_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/40858/40858_ft.pdf
606711,132571000140109,"ADASUVE 9,1 MG POLVO PARA INHALACION (UNIDOSIS)",https://cima.aemps.es/cima/pdfs/es/ft/113823002/113823002_ft.pdf,loxapina,N05AH01,"VÍA INHALATORIA  (Loxapina 9,1 mg/dosis inhalación pulmonar (polvo))",SI,NO,FERRER INTERNACIONAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/113823002/113823002_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/113823002/113823002_ft.pdf
606713,324333002,VANCOMICINA MIP 1000 MG POLVO PARA SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/78671/78671_ft.pdf,vancomicina,J01XA01,VÍA INTRAVENOSA  (Vancomicina 1.000 mg inyectable perfusion),SI,SI,MIP PHARMA GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/78671/78671_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/78671/78671_ft.pdf
606714,324337001,VANCOMICINA MIP 500 MG POLVO PARA SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/78672/78672_ft.pdf,vancomicina,J01XA01,VÍA INTRAVENOSA  (Vancomicina 500 mg inyectable perfusion),SI,SI,MIP PHARMA GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/78672/78672_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/78672/78672_ft.pdf
606715,318058009,ALDACTONE 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/54900/54900_ft.pdf,espironolactona,C03DA01,VÍA ORAL  (Espironolactona 100 mg comprimido),SI,NO,PFIZER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54900/54900_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54900/54900_ft.pdf
606720,317320001,PANTOPRAZOL HAIOUPHARMA 40 MG POLVO PARA SOLUCION INYECTABLE EFG,https://cima.aemps.es/cima/pdfs/es/ft/80709/80709_ft.pdf,pantoprazol,A02BC02,VÍA INTRAVENOSA  (Pantoprazol 40 mg inyectable),SI,SI,YANGTZE RIVER PHARMACEUTICAL GROUP HAIOU PHARMACEUTICAL NETHERLANDS B.V.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80709/80709_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80709/80709_ft.pdf
606724,165071000140100,IBUPROFENO B. BRAUN 600 MG CONCENTRADO PARA SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/79593/79593_ft.pdf,ibuprofeno,M01AE01,VÍA INTRAVENOSA  (Ibuprofeno 600 mg inyectable perfusión 6 ml),SI,NO,B BRAUN MEDICAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79593/79593_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/79593/79593_ft.pdf
606733,169831000140108,"TETRACAINA LAINCO 7,5 MG/G GEL",https://cima.aemps.es/cima/pdfs/es/ft/80830/80830_ft.pdf,tetracaína,N01BA03,"USO CUTÁNEO  (Tetracaína 7,5 mg/g gel)",SI,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80830/80830_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80830/80830_ft.pdf
606734,169831000140108,"TETRACAINA LAINCO 7,5 MG/G GEL",https://cima.aemps.es/cima/pdfs/es/ft/80830/80830_ft.pdf,tetracaína,N01BA03,"USO CUTÁNEO  (Tetracaína 7,5 mg/g gel)",SI,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80830/80830_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80830/80830_ft.pdf
606737,376115000,CEFEPIMA SALA 1 G POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/80915/80915_ft.pdf,cefepima,J01DE01,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Cefepima 1.000 mg inyectable)",SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80915/80915_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80915/80915_ft.pdf
606738,370374007,CEFEPIMA SALA 2 G POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/80919/80919_ft.pdf,cefepima,J01DE01,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Cefepima 2.000 mg inyectable)",SI,SI,"LABORATORIOS REIG JOFRE, S.A.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80919/80919_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80919/80919_ft.pdf
606741,171051000140100,ENANPLUS 75 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,https://cima.aemps.es/cima/pdfs/es/ft/80925/80925_ft.pdf,tramadol + dexketoprofeno,N02AJ14,VÍA ORAL  (Tramadol/Dexketoprofeno 75 mg/25 mg comprimido),SI,NO,LABORATORIOS MENARINI S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80925/80925_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/80925/80925_ft.pdf
606747,66431000140109,GLUCOSA PHYSAN 10% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67796/67796_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 10% inyectable perfusión 250 ml),SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67796/67796_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67796/67796_ft.pdf
606748,66761000140107,GLUCOSA PHYSAN 10% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67796/67796_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 10% inyectable perfusión 500 ml),SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67796/67796_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67796/67796_ft.pdf
606750,67231000140107,GLUCOSA PHYSAN 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 50 ml),SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf
606751,66341000140107,GLUCOSA PHYSAN 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 100 ml),SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf
606752,66351000140109,GLUCOSA PHYSAN 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 250 ml),SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf
606753,66361000140106,GLUCOSA PHYSAN 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 500 ml),SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf
606754,66371000140103,GLUCOSA PHYSAN 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 1.000 ml),SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67795/67795_ft.pdf
606773,66071000140101,"CLORURO DE SODIO PHYSAN 0,9%  SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/67698/67698_ft.pdf,sodio cloruro,B05BB01,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 50 ml)",SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67698/67698_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67698/67698_ft.pdf
606774,66081000140103,"CLORURO DE SODIO PHYSAN 0,9%  SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/67698/67698_ft.pdf,sodio cloruro,B05BB01,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 100 ml)",SI,NO,LAPHYSAN S.A.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67698/67698_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/67698/67698_ft.pdf
